,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
235,4139,7074,705,7075,3174,9869,8291,716,5314,8284,2608,2803,5979,11015,4051
236,9212,2565,4368,7050,12373,7227,7800,3825,4960,6381,976,10827,11994,10581,354
237,11769,4343,10764,1520,8819,11349,4543,8754,1558,8103,2175,4719,8097,8443,1596
238,2648,3845,11227,11285,6351,11869,6816,6817,9592,7022,687,6752,10619,12685,9435
239,875,2965,12121,4486,9030,6406,12956,7150,7555,10910,8941,8596,8756,4160,12113
240,3765,27,2168,5273,11625,3783,1463,10130,1746,484,4083,11894,5565,8950,8433
241,6580,2211,2462,12335,5416,8595,3469,9955,9209,7789,1441,6878,1607,8445,11597
242,7224,98,1419,6044,395,2084,397,2599,2954,4438,4824,12202,1536,3604,8148
243,4152,484,8769,4677,9242,9476,3704,2286,10556,13389,4454,2,13073,833,5543
244,136,6511,6858,3271,6835,2106,2211,6848,8916,7756,7457,6867,7232,3680,5217
245,12427,107,3977,881,2453,12694,6116,9266,11244,3690,2078,1243,3852,1183,9977
246,5691,3627,1720,12261,5863,12754,4110,9455,9167,10463,7905,3047,1310,9908,3952
247,10084,902,8718,8839,2409,5176,8970,1455,831,4778,6026,8133,777,1726,7523
248,6571,11429,2328,8486,2606,8496,1890,12687,8790,11151,12922,3095,7154,12704,12121
249,482,3413,8149,520,8372,10316,7020,3661,1152,6484,8690,5983,7223,5335,11550
250,2105,9899,10096,1584,10538,839,10533,879,11694,7843,6535,6561,500,10900,12236
251,12840,11789,294,7823,5622,6234,3554,450,1237,929,4550,7096,387,13015,848
252,11021,11241,9187,9695,3042,12232,865,12852,681,11052,8200,6759,12217,8000,12994
253,1341,8263,6471,1557,9547,10613,12634,10741,13122,11827,2621,2559,11884,8243,6609
254,2912,7898,7545,3338,2929,587,12618,10259,12843,2644,12392,48,6987,11429,7280
255,195,5757,6081,6070,4644,2136,2836,11859,216,13250,11544,3331,6088,5541,6814
256,4139,4865,7075,5979,12668,2611,705,6039,716,3174,2803,9346,9889,5323,2187
257,8743,12187,4679,3751,6014,11843,2255,3683,12283,12518,9953,819,4603,1097,8344
258,1361,1359,6904,6905,1358,1819,1425,12648,331,5944,5916,4849,6312,6906,12297
259,5460,13535,12503,2621,4034,12718,8552,805,6957,835,12723,754,10705,9994,12257
260,6926,8427,11199,2331,4902,13290,1370,5825,1723,12595,788,6361,1002,6812,3567
261,11699,3867,3547,2752,8668,6283,12179,3207,5223,7429,2318,8477,11589,9788,11610
262,9657,11095,8823,2461,9629,3465,2979,3510,4444,12341,12266,13532,6551,968,6681
263,1127,10727,11191,3538,2083,3185,10559,9913,11598,11899,12820,10560,10503,6137,6069
264,7966,9988,6061,619,3371,10198,10040,1764,1546,2627,2167,5802,10170,6208,7475
265,5736,7443,214,6413,12246,10639,3745,10465,9485,7866,12766,5090,860,1080,5391
266,5654,5485,2177,2171,9099,9541,4417,5821,540,6195,11310,12607,6383,2824,3833
267,2861,1520,2798,27,28,3331,1036,6032,11508,480,1934,5975,1988,10130,7724
268,8885,6963,9191,2669,12852,4524,13016,6818,7302,11945,3483,4996,4445,8817,6221
269,12814,11903,3232,8205,9196,10361,6854,3455,8545,2131,8124,9326,10696,1916,7186
270,3018,4691,2235,1755,1486,371,2234,12145,1488,12647,1322,2008,3262,3264,12424
271,7026,3389,2412,6814,9925,551,11115,11487,3530,2427,2411,4155,11544,8059,2430
272,1557,6146,8982,2359,9902,5947,9092,9908,4223,7280,10047,13443,1412,1118,884
273,3973,6860,6871,3915,6957,12503,259,12723,8882,6410,8719,8614,13535,12718,5753
274,10189,7050,2573,5452,1198,6441,4190,5734,4273,354,2656,2695,7611,3297,10019
275,1883,7951,2420,11520,4132,6476,1940,2421,2407,9038,5698,1112,5981,6738,2262
276,12020,540,8732,3927,10741,9869,7085,10948,2824,8934,5967,10154,3754,7217,11157
277,2363,9023,3297,6252,5719,10756,7797,5846,8078,724,2937,866,4960,11420,6533
278,9476,1171,1831,6900,6032,2798,1036,1824,11669,8746,7828,4345,12610,27,11846
279,3998,6096,6380,724,2937,6613,2519,10006,10019,5687,4160,12077,7570,2618,751
280,10021,9184,2067,12559,7151,8987,2054,12832,8923,9606,3854,7273,8699,10613,12490
281,11626,9672,469,12133,6859,7160,7811,4686,1646,7153,6695,6827,4440,9654,2886
282,9024,1166,11073,8630,10800,6380,869,7196,3968,10428,13072,5550,9480,10784,10617
283,6006,11701,10438,2145,3502,3996,5319,5499,8904,3736,5930,1357,6330,7689,3955
284,8606,4447,9752,709,1166,8706,10103,3923,1408,11464,6986,9480,5846,12077,9283
285,5527,7075,705,2803,3179,11288,5914,9465,1760,716,9233,2804,5514,2205,1832
286,4446,13100,13147,6127,10508,5414,6315,11245,10301,8677,2243,6542,8328,9865,12129
287,289,1786,7497,7498,5716,8295,2603,6415,10011,7493,2041,5142,288,7725,11048
288,289,7398,2603,7498,10011,1786,3099,6415,8479,12978,4154,6352,7873,6256,8295
289,8295,2603,1786,6256,288,13405,2232,7497,3846,6415,10011,6352,10371,7493,6002
290,289,2603,288,3846,6256,10011,3408,7497,8295,2232,6352,6002,7493,1786,294
291,10164,7837,874,11237,108,6002,6248,112,4154,7873,12226,7493,12716,978,2603
292,3916,8585,486,526,5905,12431,12885,4737,3268,11514,3090,12451,1321,12802,8812
293,13277,12199,3042,10659,12136,11424,11003,12736,4635,7225,5112,12193,8000,12638,9695
294,2603,3846,10011,3408,289,606,2543,6256,6415,3554,2232,9355,8295,7497,5317
295,168,167,9633,11618,12394,1494,8697,5619,2559,6749,8814,1418,800,5759,6406
296,12129,6409,4549,943,2998,12906,9046,7017,7950,9124,1050,1407,6127,2822,10643
297,11884,9156,6286,9293,9912,3023,6449,1128,8530,5432,2623,2046,3773,3998,2362
298,9029,2700,7616,11886,6678,7658,3718,13053,12299,5797,7757,12192,50,12699,5871
299,2842,6197,504,10429,13374,4541,8340,9768,6177,12507,13543,11098,6670,6345,46
300,2892,320,7154,3110,2606,10377,333,5173,12727,4462,988,2835,11331,1607,6899
301,3235,8662,9431,1326,5892,11357,9256,12673,10774,8949,8593,10786,8575,4650,4937
302,11504,9023,6955,10827,7570,3577,5860,2017,724,7470,13040,5746,5846,7531,4184
